"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,10,13,14,5,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,14XX,BARCLAY ST,West End"
"2009,10,13,14,10,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,34XX,MONMOUTH AV,Renfrew-Collingwood"
"2009,10,13,14,12,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,50XX,PINE CRESCENT,Shaughnessy"
"2009,10,13,14,26,ENG - Solid Waste,Sanitation,Cart - Garbage,35XX,BELLA-VISTA ST,Kensington-Cedar Cottage"
"2009,10,13,14,29,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,5XX,W 29TH AV,South Cambie"
"2009,10,13,14,30,ENG - Solid Waste,Sanitation,Recycling Box Request,3XX,W 48TH AV,Oakridge"
"2009,10,13,14,34,CSG - Licenses,Animal Control,Holding Stray Case,16XX,E 37TH AV,Kensington-Cedar Cottage"
"2009,10,13,14,34,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,7XX,UNION ST,Strathcona"
"2009,10,13,14,36,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,BURRARD ST and W 7TH AV,Fairview"
"2009,10,13,14,40,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,14XX,MAPLE ST,Kitsilano"
"2009,10,13,14,44,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,15XX,HARWOOD ST,West End"
"2009,10,13,14,45,ENG - Solid Waste,Sanitation,Recycling Bag Request,41XX,ANGUS DRIVE,Shaughnessy"
"2009,10,13,14,48,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,21XX,W 16TH AV,Arbutus Ridge"
"2009,10,13,14,59,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,18XX,TRIUMPH ST,Grandview-Woodland"
"2009,10,13,15,7,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,30XX,KINGS AV,Renfrew-Collingwood"
"2009,10,13,15,12,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,20XX,W 13TH AV,Kitsilano"
"2009,10,13,15,13,ENG - Solid Waste,Sanitation,Recycling Bag Request,18XX,W 35TH AV,Shaughnessy"
"2009,10,13,15,14,ENG - Solid Waste,Sanitation,Recycling Bag Request,6XX,W 70TH AV,Marpole"
"2009,10,13,15,14,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,38XX,MARGUERITE ST,Shaughnessy"
"2009,10,13,15,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,17XX,CEDAR CRESCENT,Shaughnessy"
"2009,10,13,15,17,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,10XX,BUTE ST,West End"
"2009,10,13,15,18,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,17XX,W 11TH AV,Fairview"
"2009,10,13,15,20,ENG - Solid Waste,Sanitation,Cart - Garbage,XX,E 47TH AV,Sunset"
"2009,10,13,15,22,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,1XX,E 14TH AV,Mount Pleasant"
"2009,10,13,15,23,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,3XX,W KING EDWARD AV,Riley Park"
"2009,10,13,15,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,19XX,W 2ND AV,Kitsilano"
"2009,10,13,15,24,ENG - Solid Waste,Sanitation,Recycling Box Request,3XX,W KING EDWARD AV,Riley Park"
"2009,10,13,15,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,3XX,W KING EDWARD AV,Riley Park"
"2009,10,13,15,25,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,1XX,E 14TH AV,Mount Pleasant"
"2009,10,13,15,26,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,XX,W 48TH AV,Oakridge"
"2009,10,13,15,27,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,11XX,E GEORGIA ST,Strathcona"
"2009,10,13,15,30,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,25XX,W 2ND AV,Kitsilano"
"2009,10,13,15,35,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,4XX,W 26TH AV,Riley Park"
"2009,10,13,15,52,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,15XX,W 6TH AV,Fairview"
"2009,10,13,15,55,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,W 31ST AV,Dunbar Southlands"
"2009,10,13,15,57,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),33XX,W 31ST AV,Dunbar Southlands"
"2009,10,13,15,57,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,10XX,E 14TH AV,Mount Pleasant"
"2009,10,13,15,57,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,26XX,W 6TH AV,Kitsilano"
"2009,10,13,15,58,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,37XX,W 30TH AV,Dunbar Southlands"
"2009,10,13,16,0,ENG - Solid Waste,Sanitation,Recycling Bag Request,33XX,W 31ST AV,Dunbar Southlands"
"2009,10,13,16,3,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,20XX,W 5TH AV,Kitsilano"
"2009,10,13,16,3,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,26XX,E 8TH AV,Hastings-Sunrise"
"2009,10,13,16,7,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,69XX,PRINCE EDWARD ST,Sunset"
"2009,10,13,16,7,ENG - Solid Waste,Sanitation,Recycling Box Request,5XX,E 55TH AV,Sunset"
"2009,10,13,16,12,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,50XX,PINE CRESCENT,Shaughnessy"
"2009,10,13,16,15,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,61XX,WILTSHIRE ST,Kerrisdale"
"2009,10,13,16,21,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,15XX,E 22ND AV,Kensington-Cedar Cottage"
"2009,10,13,16,26,ENG - Solid Waste,Sanitation,Recycling Bag Request,13XX,DEVONSHIRE CRESCENT,Shaughnessy"
"2009,10,13,16,26,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,16XX,BAYSHORE DRIVE,Downtown"
"2009,10,13,16,38,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,87XX,CARTIER ST,Marpole"
"2009,10,13,16,40,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,Intersection,E KENT AV NORTH and ST. GEORGE ST,Sunset"
"2009,10,13,16,41,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),21XX,W 51ST AV,Kerrisdale"
"2009,10,13,16,46,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,15XX,NELSON ST,West End"
"2009,10,13,16,51,CSG - Licenses,Animal Control,Dead Animal Pickup Case,1XX,E 16TH AV,Riley Park"
"2009,10,13,16,54,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,72XX,MAPLE ST,Kerrisdale"
"2009,10,13,16,58,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,25XX,W 1ST AV,Kitsilano"
"2009,10,13,17,0,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,16XX,NANTON AV,Shaughnessy"
"2009,10,13,17,2,ENG - Solid Waste,Sanitation,Recycling Bag Request,62XX,WILTSHIRE ST,Kerrisdale"
"2009,10,13,17,2,ENG - Solid Waste,Sanitation,Recycling Box Request,62XX,WILTSHIRE ST,Kerrisdale"
"2009,10,13,17,6,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,10XX,HARWOOD ST,West End"
"2009,10,13,17,31,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,6XX,W 22ND AV,South Cambie"
"2009,10,13,17,47,ENG - Streets,Streets Operations,Pothole - Repair,18XX,ADANAC ST,Grandview-Woodland"
"2009,10,13,18,1,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,Intersection,E 49TH AV and MAIN ST,Sunset"
"2009,10,13,18,14,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,13XX,W KING EDWARD AV,Shaughnessy"
"2009,10,13,18,38,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,40XX,W 27TH AV,Dunbar Southlands"
"2009,10,13,19,17,ENG - Solid Waste,Sanitation,Cart - Garbage,18XX,E 7TH AV,Grandview-Woodland"
"2009,10,14,7,14,CSG - Inspections,Reception,Reception After Hours Inquiry Case,12XX,E 51ST AV,Sunset"
"2009,10,14,7,15,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,MANITOBA ST and W 60TH AV,Marpole"
"2009,10,14,7,21,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,62XX,ADERA ST,Kerrisdale"
"2009,10,14,7,52,ENG - Solid Waste,Sanitation,Recycling Box Request,36XX,NANAIMO ST,Renfrew-Collingwood"
"2009,10,14,7,55,ENG - Solid Waste,Sanitation,Recycling Bag Request,36XX,NANAIMO ST,Renfrew-Collingwood"
"2009,10,14,8,9,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,13XX,THE CRESCENT,Shaughnessy"
"2009,10,14,8,17,ENG - Solid Waste,Sanitation,Recycling Bag Request,44XX,W 13TH AV,West Point Grey"
"2009,10,14,8,24,ENG - Solid Waste,Sanitation,Cart - Garbage,70XX,ONTARIO ST,Sunset"
"2009,10,14,8,27,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,4XX,W 23RD AV,Riley Park"
"2009,10,14,8,27,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,19XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,8,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,5XX,E 10TH AV,Mount Pleasant"
"2009,10,14,8,36,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,79XX,PRINCE EDWARD ST,Sunset"
"2009,10,14,8,37,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,9XX,JERVIS ST,West End"
"2009,10,14,8,39,ENG - Solid Waste,Sanitation,Cart - Garbage,5XX,UNION ST,Strathcona"
"2009,10,14,8,51,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,27XX,CAROLINA ST,Mount Pleasant"
"2009,10,14,8,52,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,27XX,W 2ND AV,Kitsilano"
"2009,10,14,8,59,ENG - Streets,Streets Operations,Pothole - Repair,5XX,HAWKS AV,Strathcona"
"2009,10,14,9,0,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,COMMERCIAL DRIVE and E 8TH AV,Grandview-Woodland"
"2009,10,14,9,4,ENG - Solid Waste,Sanitation,Recycling Box Request,40XX,OSLER ST,Shaughnessy"
"2009,10,14,9,5,ENG - Solid Waste,Sanitation,Recycling Bag Request,40XX,OSLER ST,Shaughnessy"
"2009,10,14,9,10,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,9XX,E 13TH AV,Mount Pleasant"
"2009,10,14,9,10,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,BROUGHTON ST,West End"
"2009,10,14,9,21,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,10XX,EXPO BOULEVARD,Downtown"
"2009,10,14,9,22,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,46XX,QUEBEC ST,Riley Park"
"2009,10,14,9,25,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,46XX,QUEBEC ST,Riley Park"
"2009,10,14,9,25,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,33XX,E 25TH AV,Renfrew-Collingwood"
"2009,10,14,9,27,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,15XX,HARWOOD ST,West End"
"2009,10,14,9,30,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,25XX,E 46TH AV,Victoria-Fraserview"
"2009,10,14,9,36,ENG - Transportation,Traffic and Data Management,Traffic Sign - Modify,Intersection,CAMBIE ST and W 6TH AV,Mount Pleasant"
"2009,10,14,9,44,ENG - Solid Waste,Sanitation,Recycling Bag Request,56XX,LANARK ST,Kensington-Cedar Cottage"
"2009,10,14,9,45,ENG - Solid Waste,Sanitation,Recycling Bag Request,34XX,TRIUMPH ST,Hastings-Sunrise"
"2009,10,14,9,46,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,6XX,POWELL ST,Strathcona"
"2009,10,14,9,47,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,86XX,SELKIRK ST,Marpole"
"2009,10,14,9,53,ENG - Solid Waste,Sanitation,Recycling Bag Request,28XX,BLANCA ST,West Point Grey"
"2009,10,14,9,58,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,44XX,HARRIET ST,Kensington-Cedar Cottage"
"2009,10,14,10,0,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,23XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,10,4,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,4XX,W KING EDWARD AV,Riley Park"
"2009,10,14,10,5,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 7TH AV and NANAIMO ST,Hastings-Sunrise"
"2009,10,14,10,6,ENG - Solid Waste,Sanitation,Cart - Garbage,6XX,N SLOCAN ST,Hastings-Sunrise"
"2009,10,14,10,7,ENG - Solid Waste,Sanitation,Recycling Bag Request,59XX,ELM ST,Kerrisdale"
"2009,10,14,10,7,ENG - Solid Waste,Sanitation,Recycling Bag Request,17XX,WALLACE ST,West Point Grey"
"2009,10,14,10,16,ENG - Solid Waste,Sanitation,Recycling Bag Request,17XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,14,10,19,ENG - Solid Waste,Sanitation,Cart - Garbage,37XX,MAIN ST,Riley Park"
"2009,10,14,10,19,ENG - Solid Waste,Sanitation,Cart - Garbage,17XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,14,10,24,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,34XX,MARPOLE AV,Shaughnessy"
"2009,10,14,10,32,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,Intersection,TRIMBLE ST and W 15TH AV,West Point Grey"
"2009,10,14,10,34,ENG - Solid Waste,Sanitation,Recycling Bag Request,44XX,PINE CRESCENT,Shaughnessy"
"2009,10,14,10,35,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,69XX,LABURNUM ST,Kerrisdale"
"2009,10,14,10,38,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,69XX,LABURNUM ST,Kerrisdale"
"2009,10,14,10,39,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),36XX,CAMBRIDGE ST,Hastings-Sunrise"
"2009,10,14,10,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,2XX,E 32ND AV,Riley Park"
"2009,10,14,10,40,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,35XX,E 48TH AV,Killarney"
"2009,10,14,10,44,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,10XX,BURNABY ST,West End"
"2009,10,14,10,45,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,22XX,W 12TH AV,Kitsilano"
"2009,10,14,10,46,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,10XX,BURNABY ST,West End"
"2009,10,14,10,48,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,7XX,W 26TH AV,South Cambie"
"2009,10,14,10,49,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,22XX,WALL ST,Grandview-Woodland"
"2009,10,14,10,49,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,22XX,W 3RD AV,Kitsilano"
"2009,10,14,10,55,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,17XX,GRAVELEY ST,Grandview-Woodland"
"2009,10,14,10,58,ENG - Solid Waste,Sanitation,Cart - Garbage,6XX,KINGSWAY,Mount Pleasant"
"2009,10,14,11,1,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,42XX,WINDSOR ST,Kensington-Cedar Cottage"
"2009,10,14,11,2,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,3XX,W 41ST AV,Riley Park"
"2009,10,14,11,3,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,E 30TH AV and HARRIET ST,Kensington-Cedar Cottage"
"2009,10,14,11,3,ENG - Solid Waste,Sanitation,Recycling Bag Request,21XX,W 14TH AV,Kitsilano"
"2009,10,14,11,4,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,1XX,W KING EDWARD AV,Riley Park"
"2009,10,14,11,6,ENG - Solid Waste,Sanitation,Recycling Bag Request,1XX,W KING EDWARD AV,Riley Park"
"2009,10,14,11,7,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,E 30TH AV and HARRIET ST,Kensington-Cedar Cottage"
"2009,10,14,11,21,ENG - Transportation,Traffic and Data Management,Curbside Sign - New,23XX,E 8TH AV,Grandview-Woodland"
"2009,10,14,11,22,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,87XX,SW MARINE DRIVE,Marpole"
"2009,10,14,11,24,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,68XX,RADISSON ST,Killarney"
"2009,10,14,11,27,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2XX,W 64TH AV,Marpole"
"2009,10,14,11,27,ENG - Solid Waste,Sanitation,Recycling Bag Request,18XX,W 1ST AV,Kitsilano"
"2009,10,14,11,27,ENG - Solid Waste,Sanitation,Recycling Box Request,18XX,W 1ST AV,Kitsilano"
"2009,10,14,11,31,ENG - Streets,Streets Operations,Street - Surface Water Flooding,43XX,W 8TH AV,West Point Grey"
"2009,10,14,11,34,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),9XX,RINGWOOD AV,Kensington-Cedar Cottage"
"2009,10,14,11,37,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,4XX,MOBERLY ROAD,Fairview"
"2009,10,14,11,39,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12XX,E 19TH AV,Kensington-Cedar Cottage"
"2009,10,14,11,44,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,10XX,CHILCO ST,West End"
"2009,10,14,11,52,ENG - Solid Waste,Sanitation,Cart - Garbage,11XX,W 32ND AV,Shaughnessy"
"2009,10,14,11,57,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12XX,MATTHEWS AV,Shaughnessy"
"2009,10,14,11,57,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,TRUTCH ST and W 13TH AV,Kitsilano"
"2009,10,14,11,58,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,41XX,ELGIN ST,Kensington-Cedar Cottage"
"2009,10,14,12,0,ENG - Solid Waste,Sanitation,Cart - Garbage,38XX,W 20TH AV,Dunbar Southlands"
"2009,10,14,12,6,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,CAMBIE ST and W 10TH AV,Mount Pleasant"
"2009,10,14,12,7,ENG - Streets,Streets Operations,Streets - General Issues,9XX,DRAKE ST,Downtown"
"2009,10,14,12,13,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,34XX,W 14TH AV,Kitsilano"
"2009,10,14,12,19,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,54XX,TRAFALGAR ST,Arbutus Ridge"
"2009,10,14,12,25,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,8XX,E 38TH AV,Kensington-Cedar Cottage"
"2009,10,14,12,33,ENG - Solid Waste,Sanitation,Recycling Box Request,14XX,E KING EDWARD AV,Kensington-Cedar Cottage"
"2009,10,14,12,34,ENG - Solid Waste,Sanitation,Recycling Bag Request,14XX,E KING EDWARD AV,Kensington-Cedar Cottage"
"2009,10,14,12,35,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,XX,W 49TH AV,Oakridge"
"2009,10,14,12,44,ENG - Streets,Streets Operations,Sidewalk - Repair,Intersection,NAPIER ST and VICTORIA DRIVE,Grandview-Woodland"
"2009,10,14,12,44,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,14XX,DEVONSHIRE CRESCENT,Shaughnessy"
"2009,10,14,12,48,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,9XX,W 8TH AV,Fairview"
"2009,10,14,12,54,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,11XX,HARWOOD ST,West End"
"2009,10,14,12,58,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,3XX,W 19TH AV,Riley Park"
"2009,10,14,12,58,ENG - Solid Waste,Sanitation,Cart - Garbage,22XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,13,1,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),22XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,13,1,ENG - Solid Waste,Sanitation,Recycling Box Request,22XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,13,2,ENG - Solid Waste,Sanitation,Recycling Bag Request,22XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,13,9,ENG - Solid Waste,Sanitation,Recycling Bag Request,6XX,E 22ND AV,Riley Park"
"2009,10,14,13,11,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,11XX,KEEFER ST,Strathcona"
"2009,10,14,13,11,ENG - Solid Waste,Sanitation,Recycling Bag Request,20XX,W 15TH AV,Kitsilano"
"2009,10,14,13,14,ENG - Solid Waste,Sanitation,Recycling Bag Request,60XX,ST. CATHERINES ST,Sunset"
"2009,10,14,13,15,ENG - Solid Waste,Sanitation,Recycling Box Request,60XX,ST. CATHERINES ST,Sunset"
"2009,10,14,13,18,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,8XX,BUTE ST,West End"
"2009,10,14,13,22,ENG - Solid Waste,Sanitation,Recycling Bag Request,28XX,E 2ND AV,Hastings-Sunrise"
"2009,10,14,13,26,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,28XX,FRASER ST,Mount Pleasant"
"2009,10,14,13,38,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,10XX,E BROADWAY,Mount Pleasant"
"2009,10,14,13,39,ENG - Streets,Streets Operations,Streets - General Issues,27XX,KINGSWAY,Renfrew-Collingwood"
"2009,10,14,13,41,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,10XX,E 18TH AV,Kensington-Cedar Cottage"
"2009,10,14,13,43,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,39XX,INVERNESS ST,Kensington-Cedar Cottage"
"2009,10,14,13,46,ENG - Streets,Streets Operations,Street - Repair,5XX,E 46TH AV,Sunset"
"2009,10,14,13,47,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,W KING EDWARD AV,South Cambie"
"2009,10,14,13,51,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,7XX,E 10TH AV,Mount Pleasant"
"2009,10,14,13,56,ENG - Solid Waste,Sanitation,Recycling Box Request,66XX,KNIGHT ST,Sunset"
"2009,10,14,13,57,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,64XX,EAST BOULEVARD,Kerrisdale"
"2009,10,14,13,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,38XX,GLEN DRIVE,Kensington-Cedar Cottage"
"2009,10,14,13,59,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,11XX,E 54TH AV,Sunset"
"2009,10,14,14,1,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,27XX,KINGSWAY,Renfrew-Collingwood"
"2009,10,14,14,11,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),22XX,W 34TH AV,Arbutus Ridge"
"2009,10,14,14,11,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,2500, - 2599 E HASTINGS ST,Hastings-Sunrise"
"2009,10,14,14,12,ENG - Solid Waste,Sanitation,Recycling Box Request,9XX,BURRARD ST,West End"
"2009,10,14,14,18,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,3XX,E 63RD AV,Sunset"
"2009,10,14,14,19,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,16XX,E 8TH AV,Grandview-Woodland"
"2009,10,14,14,19,ENG - Solid Waste,Sanitation,Cart - Garbage,36XX,W 7TH AV,Kitsilano"
"2009,10,14,14,21,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,23XX,W 20TH AV,Arbutus Ridge"
"2009,10,14,14,23,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,3XX,E 40TH AV,Riley Park"
"2009,10,14,14,28,ENG - Solid Waste,Sanitation,Cart - Garbage,1XX,E 62ND AV,Sunset"
"2009,10,14,14,36,ENG - Solid Waste,Sanitation,Recycling Box Request,15XX,MARPOLE AV,Shaughnessy"
"2009,10,14,14,39,ENG - Solid Waste,Sanitation,Recycling Bag Request,15XX,MARPOLE AV,Shaughnessy"
"2009,10,14,14,42,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,86XX,SHAUGHNESSY ST,Marpole"
"2009,10,14,14,48,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,34XX,ASH ST,South Cambie"
"2009,10,14,14,53,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,100, - 199 W CORDOVA ST,Downtown"
"2009,10,14,14,56,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,W 59TH AV,Marpole"
"2009,10,14,14,57,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,62XX,WINDSOR ST,Sunset"
"2009,10,14,14,57,ENG - Transportation,Traffic and Data Management,Curbside Sign - Modify,7XX,RICHARDS ST,Downtown"
"2009,10,14,15,0,ENG - Transportation,Neighbourhood Parking and Transportation,Parking Meter Requests,7XX,RICHARDS ST,Downtown"
"2009,10,14,15,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,2,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,3XX,E 16TH AV,Riley Park"
"2009,10,14,15,3,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),6XX,SKEENA ST,Hastings-Sunrise"
"2009,10,14,15,4,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,XX,W CORDOVA ST,Downtown"
"2009,10,14,15,7,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,XX,W HASTINGS ST,Downtown"
